Case,Question,Answer 1,Answer 2,Answer 3,Answer 4,Answer 5,Correct Answer
,"In Ihrer Allgemeinarztpraxis stellt sich Frau T., die Sie schon einige Jahre kennen, erneut vor. Sie ist 53 Jahre alt und arbeitet als Verkäuferin in einem Bekleidungsgeschäft.  Seit fast 1 Jahr fühlt die Patientin sich immer wieder sehr müde und schlapp. Sie hat Phasen mit gedrückter Stimmung, Antriebslosigkeit und Schlaflosigkeit. Dadurch ist es schon zu vermehrten Krankschreibungen gekommen.  Die körperliche Untersuchung ist unauffällig, ebenso wie auch die labormedizinischen Befunde.  Sie überweisen Frau T. zu einer Fachärztin für Psychiatrie, die die Diagnose einer Depression stellt.  1⁄2 Jahr später erfahren Sie, dass die Patientin trotz einer vor 6 Monaten leitliniengerecht eingeleiteten medikamentösen Therapie in den letzten Wochen wieder für insgesamt 4 Wochen arbeitsunfähig war.  Im nächsten Gespräch mit Frau T. regen Sie eine stationäre psychosomatische/psychotherapeutische Rehabilitation an.  Diese stationäre Rehabilitation ist am ehesten folgender Präventionsform zuzuordnen:",0) Primordialprävention,1) Primärprävention,2) Sekundärprävention,3) Tertiärprävention,4) Quartärprävention,3
,"Sie beraten eine Patientin mit nichtvalvulärem Vorhofflimmern hinsichtlich verschiedener Medikamente zur oralen Antikoagulation.  In einer randomisierten, verblindeten kontrollierten Vergleichsstudie (RCT) mit einem direkten oralen Antikoagulans (DOAK) und einem Vitamin-K-Antagonisten (Warfarin) bei 14000 Patienten mit nichtvalvulärem Vorhofflimmern wurde anhand klinischer Daten festgestellt, dass hinsichtlich der Rate an Schlaganfällen der neue Wirkstoff dem Vergleichspräparat Warfarin nicht unterlegen war (DOAK 2,5 % vs. Warfarin 3 %). Die Rate an schweren Blutungen war unter dem neuen Wirkstoff signifikant niedriger (DOAK 2 % vs. Warfarin 4 %). Die Behandlungsdauer in der Studie betrug im Durchschnitt 20 Monate.  In einer nach Zulassung des DOAK aufgelegten Beobachtungsstudie (sog. nichtinterventionelle Studie, NIS) wurde an 20000 mit dem DOAK behandelten Patienten gezeigt, dass nach Angabe der befragten Ärzte bei 1,5 % der Patienten ein Schlaganfall und bei 2 % der Patienten eine schwere Blutung auftrat. Die mittlere Beobachtungsdauer dieser Anwendungsbeobachtung lag bei 12 Monaten.  Welche der folgenden Aussagen zu diesen Studienergebnissen trifft am ehesten zu?",0) Das DOAK schneidet im Behandlungsalltag viel besser ab als in der RCT.,1) Die Ergebnisse der NIS zeigen ein – im Vergleich mit der RCT − erhöhtes Risiko für das Auftreten von Schlaganfällen unter dem DOAK im Behandlungsalltag.,2) Die Ergebnisse der NIS zeigen ein – im Vergleich mit der RCT − erhöhtes Risiko des Warfarin im Behandlungsalltag.,3) Die Ergebnisse der NIS belegen den Nutzen des DOAK gegenüber dem Warfarin im Behandlungsalltag.,4) Die Ergebnisse der NIS lassen keine valide Aussage hinsichtlich des Nutzens der DOAK-Gabe im Vergleich zu Warfarin im Behandlungsalltag zu.,4
,"Eine 24-jährige Patientin mit einer Anorexia nervosa, einem Gewicht von 42 kg bei einer Körpergröße von 1,68 m und Zeichen schwerer Mangelernährung wird stationär zur Durchführung einer Ernährungstherapie aufgenommen.  Welcher der genannten Laborwerte ist bei der Wiederaufnahme der Ernährung am ehesten ein Indikator für die Gefahr eines Refeeding-Syndroms?",0) erhöhtes Serum-Natrium,1) erhöhtes Serum-Kalzium,2) erhöhtes Serum-Phosphat,3) vermindertes Serum-Natrium,4) vermindertes Serum-Phosphat,4
,"Ein 73-jähriger Mann stellt sich in der Hausarztpraxis vor.  Seit mehreren Monaten habe er zunehmend beim Gehen Schmerzen im Gesäß und im linken Oberschenkel. Längeres Gehen verstärke die Beschwerden, sodass er Pausen einlegen müsse. Dann sei es günstig, wenn er sich hinsetzen könne. Fahrradfahren führe dagegen nicht zu Schmerzen.  Seit der Jugend rauche er täglich bis zu 20 Zigaretten.  Welche der genannten Diagnosen ist bei diesem Patienten die wahrscheinlichste?",0) lumbale Spinalkanalstenose,1) chronisch inflammatorische demyelinisierende Polyneuropathie,2) periphere arterielle Verschlusskrankheit,3) Spondylodiszitis,4) A.-iliaca-Stenose,0
,"Ein 75-jähriger Mann, normaler Allgemein- und Ernährungszustand, wird urologisch wegen nachgewiesener benigner Prostatahyperplasie regelmäßig überwacht.  Da derzeit keine urologische Therapieindikation besteht, möchte der Patient sich bei seinem behandelnden Arzt über naturheilkundliche Behandlungsmöglichkeiten informieren. In seiner Tageszeitung finde er täglich Anzeigen, die „sanfte, biologische Hilfe“ bei prostatahyperplasiebedingten Miktionsstörungen versprächen. Auch im Internet habe er recherchiert und Hinweise auf naturheilkundliche Behandlungsoptionen für seine Symptomatik gefunden.  Was ist aus naturheilkundlicher Sicht am ehesten zu empfehlen?  Ein Therapieversuch mit",0) Sägepalmenextrakt,1) Mariendistelextrakt,2) Artischockenextrakt,3) Schöllkrautextrakt,4) Mistelextrakt,0
,"Sie betreuen in Ihrer hausärztlichen Praxis den 55-jährigen Herrn P. mit Adipositas (BMI 35 kg/m2).  Bei seinem letzten Termin erzählt er Ihnen, er habe gelesen, dass Adipositas das Risiko für zahlreiche metabolische Folgeerkrankungen erhöht. Nun möchte er von Ihnen mehr darüber wissen.  Die Entstehung welcher der genannten Stoffwechselveränderungen wird durch die Adipositas am ehesten nicht begünstigt?",0) Hyperurikämie/Gicht,1) Diabetes mellitus Typ 2,2) Hypertriglyzeridämie,3) primärer Hyperparathyreoidismus,4) Testosteronmangel beim Mann und Hyperandrogenämie bei der Frau,3
,"Sie arbeiten als Assistenzarzt auf einer neurologischen Station eines Klinikums der Maximalversorgung.  Bei der Aufnahme eines 66-jährigen Patienten, der wegen eines Bandscheibenvorfalls kommt, prüfen Sie dessen Muskeleigenreflexe. Aus dem Reflexstatus sind gegebenenfalls topische Hinweise auf den Erkrankungsprozess abzuleiten.  Welche der genannten Zuordnungen zwischen Muskeleigenreflex und Nervenwurzel ist am ehesten richtig?","0) Bizepssehnenreflex, BSR (M. biceps brachii) ↔ Wurzel C4","1) Radiusperiostreflex, RPR (M. brachioradialis) ↔ Wurzel C8","2) Trizepssehnenreflex, TSR (M. triceps brachii) ↔ Wurzel Th1","3) Patellarsehnenreflex, PSR (M. quadriceps femoris) ↔ Wurzel L5","4) Achillessehnenreflex, ASR (M. triceps surae) ↔ Wurzel S1",4
,"Ein 75-jähriger Mann stellt sich in der Notaufnahme wegen seit ca. 1 Monat bestehender Kopfschmerzen vor. Der starke Kopfschmerz sei rechtsbetont und von einem bohrend-stechenden Charakter. Die Einnahme von Paracetamol und Ibuprofen habe zu keiner Besserung geführt.  Er fühle sich bereits seit etwa 2 Monaten abgeschlagen. Seine Stimmung sei schlecht. Er habe keinen Appetit mehr. In den letzten 4 Wochen habe er ca. 5 kg Gewicht verloren. Dazu trage bei, dass das Kauen von Brot und Fleisch zu einem Kieferschmerz führe. Er habe auch seit ungefähr 1 Monat insbesondere am Morgen Schmerzen in den Muskeln des Schultergürtels. Er könne sich dann kaum bewegen.  Durch welche der genannten Verdachtsdiagnosen werden die anamnestisch beschriebenen Beschwerden insgesamt am besten erklärt?",0) Riesenzellarteriitis,1) Fibromyalgie,2) rheumatoide Arthritis,3) maligner Parotistumor,4) Polymyositis,0
,"In der Notfallambulanz eines städtischen Klinikums werden Sie zu einem 38-jährigen Patienten gerufen, der weinend von einer fatalen Lebenssituation berichtet und angibt, sein Leben ergebe keinen Sinn, und er wolle dieses beenden. Er wiederholt mehrfach die Ungerechtigkeiten, die ihm widerfahren seien: Freundinnen, die ihn verlassen, und Arbeitgeber, die ihm gekündigt haben.  Wegen eines Foetor alcoholicus bestimmen Sie den Atemalkoholwert, der eine Konzentration von 2,8 Promille ergibt. Der Patient berichtet daraufhin, er trinke nur bei besonderen Gelegenheiten, er habe kein Problem mit Alkohol.  Welche der genannten Vorgehensweisen ist am ehesten geeignet, die bei dem Patienten beschriebene klinische Situation zu managen?",0) Aufnahme in die psychiatrische Klinik und Gabe von Diazepam zum Abfangen von Entzugssymptomen,1) Aufnahme in die psychiatrische Klinik und Beginn einer Eindosierung eines Antidepressivums,2) Einbestellung für den nächsten Tag im nüchternen Zustand nach Ausschluss einer akuten Suizidalität,3) stationäre Aufnahme unter Überwachung von Intoxikationssymptomen,4) Vorstellung in der Gastroenterologie wegen wahrscheinlicher leberassoziierter Komorbiditäten,3
,"Ein 44-jähriger Angestellter im öffentlichen Dienst ist auf dem direkten Weg von zuhause zu seiner Arbeitsstätte.  Bei nasser Fahrbahn rutscht er in einer Kurve mit seinem Elektroscooter aus, fällt auf die Seite und bricht sich mehrfach den rechten Oberarm mit Beteiligung des Schultergelenks.  Zur Wiederherstellung der Beweglichkeit des Armes ist nach der Primärbehandlung eine Rehabilitationsmaßnahme indiziert.  Welcher der genannten Akteure ist für die Finanzierung der Rehabilitationsmaßnahme in diesem Fall am ehesten zuständig?",0) Arbeitgeber,1) gesetzliche Krankenversicherung,2) gesetzliche Rentenversicherung,3) gesetzliche Unfallversicherung,4) Versorgungsamt,3
,"Sie untersuchen einen 78-jährigen Mann, der Sie konsultiert, weil er immer länger zum Anziehen brauche, unter Schlafstörungen leide und seine Frau bemerkt habe, dass sein Gang langsamer geworden sei.  Sie stellen die Verdachtsdiagnose eines idiopathischen Parkinson-Syndroms.  Was ist am ehesten charakteristisch für ein idiopathisches Parkinson-Syndrom?",0) Wortfindungsstörungen,1) Störung der Stellreflexe,2) seitengleich ausgebildeter Rigor,3) „alien limb“-Phänomen,4) horizontale Blickparese,1
,"Eine 27-jährige Patientin wird einige Zeit nach einer bariatrischen Operation wegen einer Gangstörung und Doppelbildern konsiliarisch einem Neurologen vorgestellt.  Bei der Untersuchung ist sie unscharf orientiert und verwirrt. Es bestehen eine Gang- und Standataxie, ein horizontaler Nystagmus sowie eine Abduzensparese rechts.  Welche der genannten Diagnosen ist am wahrscheinlichsten?",0) Alkoholentzugsdelir,1) Marchiafava-Bignami-Syndrom,2) Autoimmunenzephalitis,3) Wernicke-Enzephalopathie,4) Rasmussen-Enzephalitis,3
,"Ein 56-jähriger Fliesenleger sucht Sie in Ihrer Praxis auf.  Er berichtet Ihnen, dass er seit etwa 1 Jahr vermehrt Schmerzen und eine Einschränkung der Beweglichkeit in beiden Knien habe. Die Beschwerden träten vor allem beim Abwärtsgehen bzw. Treppabsteigen auf und gingen mit einem Instabilitätsgefühl im Knie einher. Nach längerer Belastung schwelle insbesondere das linke Knie an, und es komme zum Hinken.  Bei der körperlichen Untersuchung fällt Ihnen eine Schwellung des linken Knies auf, eine eingeschränkte Beweglichkeit, Krepitation sowie Druckschmerz am Gelenkspalt beidseits.  Sie lassen ein Röntgenbild in 2 Ebenen anfertigen.  Sie vermuten einen Zusammenhang der Erkrankung mit der beruflichen Tätigkeit Ihres Patienten.  Welches der genannten Vorgehen ist bei diesem Patienten aktuell am ehesten angezeigt?  Meldung des Verdachts einer",0) Erwerbsminderung an die zuständige Krankenversicherung,1) Arbeitsunfähigkeit an die zuständige Rentenversicherung,2) Beschäftigungsunfähigkeit an den zuständigen Arbeitgeber,3) Berufskrankheit an die gesetzliche Unfallversicherung,4) Schwerbehinderung an die zuständige Pflegeversicherung,3
,"Die Bestimmung von Ammoniak ist im Algorithmus zur Abklärung bei Verdacht auf einen angeborenen Defekt des Harnstoffzyklus enthalten.  Bei normalen Werten erfolgt keine weitere Diagnostik in Richtung Harnstoffzyklusdefekt, bei erhöhten Werten wird weitere Diagnostik (u. a. Aminosäuren im Plasma, Orotsäure im Urin, Enzymatik, Mutationsanalytik) vorgenommen.  Welche(s) der genannten Testcharakteristika bzw. -maßzahlen des Ammoniaks macht eine solche Verwendung am ehesten möglich?",0) niedrige Sensitivität für das Vorliegen eines Harnstoffzyklusdefektes,1) hoher positiver prädiktiver Wert für das Vorliegen eines Harnstoffzyklusdefektes,2) hohe Spezifität für das Vorliegen eines Harnstoffzyklusdefektes,3) hoher negativer prädiktiver Wert für das Vorliegen eines Harnstoffzyklusdefektes,4) hohe Odds-Ratio für das Vorliegen eines Harnstoffzyklusdefektes,3
,"Eine 82-jährige Patientin mit einer peripheren arteriellen Verschlusskrankheit (PAVK) und einer durch schlecht sitzendes Schuhwerk verursachten, seit mehreren Wochen nicht heilenden Wunde an der linken Großzehe wird einer interventionellen Therapie zugewiesen.  Die sonografische Diagnostik zeigt einen Verschluss des Truncus tibiofibularis und der A. tibialis anterior bei massiv kalzifizierender Vasosklerose als vermutliche Ursache der Wundheilungsstörung.  Als Vorerkrankungen sind bei der Patientin ein langjähriger insulinpflichtiger Diabetes mellitus und eine chronische Niereninsuffizienz bekannt. Die aktuelle eGFR liegt bei 19 mL/min/1,73 m2. Die TSH-Aktivität im Serum beträgt 1,54 μU/mL.  Welche der folgenden Vorgehensweisen sollte angesichts der beschriebenen Befundkonstellation primär gewählt werden?",0) Intervention mit jodhaltigem Kontrastmittel bei dringlicher Therapieindikation,1) Wechsel von der primären Therapie zu einem femorokruralen Bypass,2) interventionelle Therapie mit Kohlendioxid als primärem Kontrastmittel,3) Wechsel von der primären Therapie zu Cilostazol und Acetylsalicylsäure per os,4) Wechsel der Therapiestrategie zu einer primären Zehenamputation,2
,"Sie betreuen in Ihrer hausärztlichen Praxis den 55-jährigen Herrn P. mit Adipositas (BMI 35 kg/m2).  Er hat gelesen, dass die Adipositas das Risiko für zahlreiche Krebserkrankungen erhöhen kann, und möchte von Ihnen mehr darüber wissen.  Die Adipositas ist Mitursache vieler Beschwerden und kann die Entwicklung chronischer Krankheiten und so auch von Krebserkrankungen begünstigen.  Die Entstehung welcher der genannten Krebserkrankungen wird durch die Adipositas nicht begünstigt?",0) Ösophaguskarzinom,1) Kolonkarzinom,2) Glioblastom,3) Nierenzellkarzinom,4) Mammakarzinom,2
,"Bei einer 72-jährigen Patientin mit einem arteriellen Hypertonus treten im Beisein des Ehemannes eine plötzliche Schwäche ihrer linken Körperhälfte und eine undeutliche Sprechweise auf.  Wegen ihres Vorhofflimmerns nehme sie Phenprocoumon ein, zuletzt heute Morgen.  Bei der stationären Aufnahme 90 Minuten nach Symptombeginn ist sie somnolent, schwer dysarthrisch, zeigt eine brachiofazial betonte Hemiparese links (Arm und Bein nicht von der Unterlage abhebbar), einen Neglect nach links sowie eine Kopf- und Blickwendung nach rechts.  Das unmittelbar angeschlossene CT des Schädels zeigt keine Infarktdemarkierung und keine Blutung, die CT-Angiografie einen Verschluss des A.-cerebri-media-Hauptstammes rechts.  Welche der folgenden Akutmaßnahmen hat nun Vorrang?",0) Beginn einer intravenösen Thrombolysebehandlung,1) zusätzliche Magnetresonanzangiografie (MRA),2) Beginn einer doppelten Plättchenfunktionshemmung,3) endovaskuläre Thrombektomie,4) dekompressive Hemikraniektomie,3
,Bei einem 18-jährigen Schüler wird eine laterale Tibiakopf-Impressionsfraktur mit einer 2 cm großen Gelenkstufe operativ mit anatomischer Reposition und einer Plattenosteosynthese versorgt.  Die nun zu erwartende primäre Frakturheilung (Kontaktheilung) zeichnet sich im Wesentlichen aus durch:,0) direkte Überbrückung des Frakturspalts durch Vorwachsen von Osteonen in von Osteoklasten geschaffene Kanäle,1) erhebliche Kallusbildung als Folge von Mikrobewegungen der Fragmentenden,2) überwiegend enchondrale Ossifikation über das Periost,3) primäre Ausbildung von Kallus mit belastungsabhängigem Umbau zu Lamellenknochen,4) Kallusbildung mit nachfolgendem Abbau des Kallus im Rahmen des Remodelling,0
,"Ein 28-jähriger Bankkaufmann entwickelt progredient über 3 Monate eine ataktische Gangstörung, einen Tremor und eine zunehmende Dysarthrie. Gleichzeitig wird eine manische Wesensänderung mit eingeschränkter Krankheitseinsicht deutlich.  Im Aufnahmelabor sind stark erhöhte Leberenzymwerte auffällig.  Welche der folgenden diagnostischen Maßnahmen ist vordringlich?",0) Bestimmung von Ammoniak im Serum,1) Liquorpunktion zur Bestimmung des Liquoreiweißgehaltes,2) Liquorpunktion zur Untersuchung auf oligoklonale Banden,3) Bestimmung von Coeruloplasmin im Serum,4) PCR-Untersuchung auf Tropheryma whipplei,3
,"Ein Paar stellt einen männlichen Säugling in der klinisch-genetischen Ambulanz vor; es ist das 1. Kind beider Elternteile.  Bei dem Ratsuchenden ist eine Hämophilie A bekannt und molekular gesichert. Der Bruder des Ratsuchenden hatte ebenfalls eine Hämophilie A, ist aber bereits verstorben. Der Vater des Ratsuchenden und die Mutter der Ratsuchenden waren Vetter und Cousine 1. Grades. Ansonsten liegen keine Blutsverwandtschaften zwischen den beiden Familien vor.  Das Paar fragt, wie hoch die Wahrscheinlichkeit für den Säugling ist, die familiäre, zur Hämophilie A führende Genveränderung ebenfalls geerbt zu haben.  Welche der angegebenen Wahrscheinlichkeiten trifft am ehesten zu?",0) 0 %,1) 25 %,2) 33 %,3) 50 %,4) 100 %,0
,"Der 3 Jahre alte Harald wird mit fazialen Auffälligkeiten (u. a. Retrognathie, Enophthalmus, Molarhypoplasie), Linsenluxation, positivem Daumenzeichen, Pectus carinatum und Protrusio acetabuli in einer Praxis vorgestellt.  Welche der genannten Diagnosen ist die wahrscheinlichste?",0) Angelman-Syndrom,1) Pätau-Syndrom,2) Marfan-Syndrom,3) Edwards-Syndrom,4) Prader-Willi-Syndrom,2
